Feature ID,Feature Name,User Story,Expected Behaviour,Edge Cases,Test Cases,Current Status,Defect Count,Severity,Notes,Last Tested Date
MNU-001,Dropdown menu (Popover API),As a developer I want a click-triggered dropdown menu so that I can show actions without writing open/close JS.,"`.dropdown-menu` is a popover styled with min-width 12rem, popover surface tokens, scale-in animation; opened via native popovertarget/popover attrs. Items get hover/focus accent, destructive variant, separators, labels, shortcuts.",Browsers without Popover API render menu inline/visible; Anchor positioning unsupported: data-side falls back to inset/margin nudges; Long item text vs width:max-content,MNU-001-T1:happy:PASS; MNU-001-T2:accessibility:FAIL; MNU-001-T3:boundary:FAIL; MNU-001-T4:error:PASS; MNU-001-T5:invalid:FAIL,PASS (remediated),0,Medium,Rules: Trigger must use popovertarget matching menu id | Menu element must carry both popover attr and id | data-side limited to bottom-start|bottom-end|top-start|top-end || Deps: base/tokens | Native Popover API | btn component for trigger || Assumes: Showcase loads a browser supporting popover | Tokens layer loaded before components,2026-06-22
MNU-002,Menubar with dropdown submenus,As a developer I want a horizontal menubar (File/Edit/View) whose triggers open dropdown panels so that I can build app-style menus.,"`.menubar` is an inline-flex bordered bar; .menubar-trigger are buttons; .menubar-menu is a popover reusing dropdown-item styles, fixed to inset bottom-start with margin-top.",Multiple menus open: native popover auto-mode closes others; menubar-menu has hard-coded bottom-start position only; Reused dropdown-item rules require dropdown.css present,MNU-002-T1:happy:PASS; MNU-002-T2:invalid:FAIL; MNU-002-T3:accessibility:FAIL; MNU-002-T4:boundary:FAIL,PASS,0,Medium,Rules: menubar-menu must follow its trigger and have popover+id | Requires dropdown.css loaded | Trigger uses popovertarget || Deps: dropdown | base/tokens | Popover API || Assumes: dropdown.css always bundled with menubar | Browser supports popover,2026-06-22
MNU-003,Navigation menu with rich link panels,As a developer I want a horizontal nav whose triggers open rich link panels so that I can build a marketing mega-menu.,"`.navigation-menu` z-indexed container; triggers with chevron ::after mask; .navigation-menu-content is absolutely positioned panel with link grid, supporting data-cols=2.",Content uses position:absolute but showcase also adds popover attr -> top-layer conflict; data-cols only handles 1 or 2; Long descriptions wrap; min-width 20rem fixed,MNU-003-T1:happy:PASS; MNU-003-T2:error:FAIL; MNU-003-T3:accessibility:FAIL; MNU-003-T4:boundary:PASS; MNU-003-T5:responsive:FAIL,PASS (remediated),0,High,"Rules: Trigger popovertarget must match content id | data-cols in {default(1),2} | navigation-menu-item must be positioned ancestor || Deps: base/tokens | Popover API / absolute positioning | secondary tokens for link icon || Assumes: Browser supports mask for chevron | Popover and absolute positioning coexist",2026-06-22
MNU-004,Context (right-click) menu,As a developer I want a right-click context menu so that I can show contextual actions at the cursor.,"`.context-menu` is a popover-styled surface reusing dropdown-item styles, with checkbox-style items (data-checked) and submenu arrow indicators; CSS header states it requires Popover API trigger=manual + inline oncontextmenu to position.",No positioning logic in CSS — cursor placement depends on inline JS the showcase never provides; data-checked toggling needs JS; Submenu arrow is decorative only,MNU-004-T1:happy:FAIL; MNU-004-T2:error:FAIL; MNU-004-T3:happy:PASS; MNU-004-T4:accessibility:FAIL,PASS (remediated),0,Medium,Rules: Requires inline oncontextmenu + showPopover() | Depends on dropdown.css for item styling | context-menu-item-check[data-checked=true] for checked state || Deps: dropdown | base/tokens | Popover API + inline JS || Assumes: Consumer adds the oncontextmenu JS themselves,2026-06-22
MNU-005,Registry schema conformance for menu components,As a tooling author I want registry.json to match its declared $schema so that shadcn-compatible installers can consume these components.,registry.json declares shadcn $schema but each item uses a custom shape name/file/deps/markup/classes instead of shadcn registry-item fields.,shadcn validators reject unknown shape; deps vs registryDependencies naming; file (string) vs files (array),MNU-005-T1:invalid:FAIL; MNU-005-T2:happy:PASS,PASS (remediated),0,Medium,Rules: Items should have type + files[] per shadcn schema | registryDependencies not deps || Deps: shadcn registry schema || Assumes: The cited $schema is the authoritative shape,2026-06-22
DIS-001,CSS-only tooltip via [data-tooltip] + ::after/::before,As a developer I want a zero-JS tooltip on hover/focus so that I can annotate triggers without scripting.,`.tooltip::after` renders attr(data-tooltip) hidden and becomes visible on :hover/:focus-within. Four positions via data-position top(default)/bottom/start/end.,Long text uses white-space:nowrap so it never wraps and can overflow viewport; Empty data-tooltip renders an empty styled box on hover; No collision detection: start/end near edge clips offscreen,DIS-001-T1:happy:PASS; DIS-001-T2:accessibility:FAIL; DIS-001-T3:accessibility:PASS; DIS-001-T4:boundary:FAIL; DIS-001-T5:invalid:PASS; DIS-001-T6:security:PASS,PASS (remediated),0,Medium,"Rules: data-tooltip attribute must be present for content | data-position limited to bottom/start/end; any other value falls back to top || Deps: base/tokens (--primary,--text-xs,--radius-sm,--shadow-md,--z-overlay,--duration-fast,--ease-out) || Assumes: Trigger element can receive focus for keyboard reveal",2026-06-22
DIS-002,Hover-card rich preview panel,As a developer I want a rich preview card on hover so that I can show profile/stat content without JS.,`.hover-card-panel` is hidden by default and shown via display:block on :hover/:focus-within only under @media (hover:hover) and (pointer:fine). On @media (hover:none) the panel stays display:none. Entry animated via keyframes.,"Touch devices: panel permanently hidden with no tap fallback despite comment claiming one; Default (no media match) leaves panel with no display rule, so it is visible/block by default",DIS-002-T1:happy:PASS; DIS-002-T2:error:FAIL; DIS-002-T3:responsive:FAIL; DIS-002-T4:boundary:FAIL; DIS-002-T5:accessibility:FAIL,PASS (remediated),0,Medium,"Rules: Requires .hover-card wrapper around trigger + .hover-card-panel sibling || Deps: base/tokens (--popover,--border,--radius-lg,--shadow-md,--space-*) | @media (hover/pointer) feature queries || Assumes: File header claims Popover API usage; markup does not use it",2026-06-22
DIS-003,Accordion on native <details>/<summary>,As a developer I want accessible collapsible panels so that I get keyboard and SR support without JS.,`.accordion > details > summary` styled with custom chevron rotating 180deg when [open]. Content animated via summary~* grid-template-rows 0fr->1fr. Exclusive single-open via native name attribute.,Animated reveal needs grid 0fr/1fr support; data-chevron=false hides marker; Default details marker hidden,DIS-003-T1:happy:PASS; DIS-003-T2:happy:PASS; DIS-003-T3:boundary:PASS; DIS-003-T4:accessibility:PASS; DIS-003-T5:invalid:PASS; DIS-003-T6:performance:PASS,PASS,0,None,Rules: Content must be a sibling element after summary to be animated | Exclusive mode requires matching name on each <details> || Deps: Native <details>/<summary> | base/tokens | grid-template-rows interpolation || Assumes: Authors place content in .accordion-content div,2026-06-22
DIS-004,Collapsible (chrome-less details),As a developer I want a minimal collapsible so that I can toggle arbitrary content with a styled trigger.,`.collapsible` is a <details>; .collapsible-trigger is the <summary> with chevron rotating on [open]. Content .collapsible-content animated grid 0fr->1fr when .collapsible[open]. Focus ring on :focus-visible.,[open] attribute lives on the <details>.collapsible; No border/chevron chrome like accordion by design,DIS-004-T1:happy:PASS; DIS-004-T2:accessibility:PASS; DIS-004-T3:boundary:PASS; DIS-004-T4:invalid:FAIL,PASS (remediated),0,Low,"Rules: Trigger must be the summary with class collapsible-trigger | Content must be sibling after trigger with class collapsible-content || Deps: Native <details>/<summary> | base/tokens (--ring,--space-*,--radius-md) || Assumes: Markup matches registry example <details class=collapsible>",2026-06-22
DIS-005,Registry metadata for these components,As a tooling author I want registry.json to describe components accurately so that codegen/install works.,registry.json declares $schema https://ui.shadcn.com/schema.json and a custom top-level shape.,shadcn schema expects different keys; tooltip entry omits the four position values enumeration check,DIS-005-T1:happy:PASS; DIS-005-T2:invalid:FAIL; DIS-005-T3:boundary:PASS,PASS (remediated),0,Medium,Rules: If $schema is cited it should validate the document | Each component file path must exist || Deps: shadcn registry JSON schema (cited) || Assumes: Consumers may attempt schema validation,2026-06-22
NAV-001,Pure-CSS Tabs (radio + :has),As a developer I want tab panels that switch with zero JavaScript so that I can use tabs in static HTML.,Hidden radio inputs drive state; checked radio sibling label gets active styling and the matching panel is shown via .tabs:has(input[id$=-N]:checked) .tabs-panel[data-tab$=-N] for suffixes -1..-12. Panels default display:none.,More than 12 tabs (no pre-baked rule for -13+); Two panels within one .tabs sharing the same numeric suffix; ids whose suffix overlaps,NAV-001-T1:happy:PASS; NAV-001-T2:boundary:FAIL; NAV-001-T3:accessibility:FAIL; NAV-001-T4:invalid:FAIL; NAV-001-T5:boundary:PASS; NAV-001-T6:responsive:PASS,PASS (remediated),0,Medium,Rules: Each input id must end in -1..-12 | panel data-tab must end in matching suffix | input and label must be siblings || Deps: :has() selector support | attribute substring | CSS custom property tokens || Assumes: Author follows documented suffix convention,2026-06-22
NAV-002,Breadcrumb trail,As a developer I want a hierarchical nav trail with separators so users see their location.,Flex wrap container; each item except last gets a / separator via ::after; links hover to foreground/accent; current item bold foreground; custom separators via data-separator.,Single item (no separator); data-separator value other than > or backslash; Very long trail wrapping,NAV-002-T1:happy:PASS; NAV-002-T2:happy:PASS; NAV-002-T3:accessibility:FAIL; NAV-002-T4:boundary:PASS,PASS (remediated),0,Medium,"Rules: Last item must not render separator | breadcrumb-current marks active page || Deps: ::after pseudo-element | tokens (muted-foreground, accent) || Assumes: Author uses span.breadcrumb-item wrappers",2026-06-22
NAV-003,Pagination,As a developer I want page navigation links with active and disabled states.,Flex list; links 2rem square; active page via aria-current=page gets primary bg and pointer-events:none; prev/next disabled via aria-disabled=true dims and disables; ellipsis styled span.,aria-disabled prev still focusable via keyboard; active link still in tab order despite pointer-events:none; ellipsis is non-interactive,NAV-003-T1:happy:PASS; NAV-003-T2:happy:PASS; NAV-003-T3:accessibility:FAIL; NAV-003-T4:happy:PASS,PASS (remediated),0,Medium,"Rules: Active page must carry aria-current=page | Disabled prev/next must carry aria-disabled=true || Deps: tokens (primary, accent, ring) | attribute selectors || Assumes: Author uses <a> elements",2026-06-22
NAV-004,Sidebar layout,As a developer I want an app sidebar with header/content/footer and collapse/mobile behavior.,Fixed-width 16rem sticky column; collapsed width 4rem gated on data-collapsible=icon AND data-collapsed=true; active item via aria-current=page or data-active=true; mobile <768px becomes off-canvas drawer toggled by data-mobile-open=true; inset/floating variants.,Collapse requires JS to toggle data-collapsed (none provided); Mobile drawer requires JS to set data-mobile-open / data-mobile; Backdrop ::before only renders when data-mobile=true,NAV-004-T1:happy:PASS; NAV-004-T2:happy:PASS; NAV-004-T3:error:FAIL; NAV-004-T4:responsive:FAIL; NAV-004-T5:boundary:PASS; NAV-004-T6:accessibility:FAIL,PASS (remediated),0,Medium,Rules: Collapse needs BOTH data-collapsible=icon and data-collapsed=true | Mobile open needs data-mobile-open=true || Deps: sidebar-* tokens | --z-overlay token | JS to mutate data-collapsed / data-mobile-open (not shipped) || Assumes: Routing/state layer toggles attributes,2026-06-22
NAV-005,Registry metadata for nav components,As a tooling author I want registry.json to describe components per its declared schema.,registry.json declares $schema https://ui.shadcn.com/schema.json but top-level shape uses name/version/components[] with per-item file/deps/markup/classes which does not conform to shadcn schema.,Validators fetching the cited $schema will reject the document; Components (50) label vs README 50+ claim,NAV-005-T1:happy:PASS; NAV-005-T2:invalid:FAIL; NAV-005-T3:boundary:PASS; NAV-005-T4:error:PASS,PASS (remediated),0,Medium,"Rules: If $schema is cited, document should validate against it || Deps: shadcn registry JSON schema || Assumes: Schema URL is intended as authoritative",2026-06-22
DAT-001,Table — restyled native HTML table,"As a developer I want to drop standard <table> markup with a class so that I get a styled, scrollable, hover-aware data table without JS.","`.table-wrapper` provides overflow-x scroll + border; .table collapses borders, sm font; thead muted bg; rows hover-tint and last-row border removed; data-align attrs set text-align; compact + sticky-header variants.",Wide tables overflowing viewport; Sticky header inside non-scrolling ancestor; data-align with invalid value,DAT-001-T1:happy:PASS; DAT-001-T2:responsive:PASS; DAT-001-T3:invalid:PASS; DAT-001-T4:boundary:WAIVED; DAT-001-T5:accessibility:PASS,PASS,0,None,Rules: data-align must be end or center to take effect | Sticky header requires scrollable wrapper || Deps: base/tokens || Assumes: Consumer supplies semantic <thead>/<tbody>,2026-06-22
DAT-002,Calendar — pure-CSS month grid (no navigation logic),"As a developer I want a styled month calendar with today/selected/disabled/range states so that I can present dates, wiring real date behavior myself.",7-col grid; day cells with hover/focus-visible; selected via [aria-pressed=true] and today via .is-today share primary bg; today-not-selected gets ring border; disabled dims + pointer-events:none; range start/middle/end radii; .calendar-sm compact.,Both is-today and aria-pressed on same cell; Range without middle cells; Keyboard navigation across grid; Month switching,DAT-002-T1:happy:PASS; DAT-002-T2:error:FAIL; DAT-002-T3:boundary:PASS; DAT-002-T4:accessibility:FAIL; DAT-002-T5:invalid:PASS; DAT-002-T6:responsive:PASS,PASS (remediated),0,Medium,Rules: Selected state keyed on aria-pressed=true | Disabled keyed on aria-disabled=true || Deps: base/tokens | Consumer JS for navigation/date logic || Assumes: Consumer sets aria-pressed/aria-disabled/is-today correctly,2026-06-22
DAT-003,Carousel — scroll-snap track with controls/dots,"As a developer I want a touch- and keyboard-friendly scroll-snap carousel with size presets, arrows, and dots so that I can show horizontally scrollable content.","Viewport scrolls x with mandatory snap + hidden scrollbar + smooth behavior; flex track; items snap-align:start, full width default with half/third/quarter presets; presets collapse to 80% under 640px; arrows and dots styled controls.",Reduced-motion users and scroll-behavior:smooth; Dots reflecting active slide; Arrow buttons advancing without JS,DAT-003-T1:happy:PASS; DAT-003-T2:error:FAIL; DAT-003-T3:error:FAIL; DAT-003-T4:boundary:PASS; DAT-003-T5:responsive:PASS; DAT-003-T6:accessibility:FAIL,PASS (remediated),0,Medium,Rules: data-size must be half/third/quarter to alter width || Deps: base/tokens | Inline JS for arrow navigation | Native scroll-snap || Assumes: Scrolling itself works via native overflow,2026-06-22
DAT-004,Command palette — styled shell (no search/nav logic),"As a developer I want a cmdk-styled command palette shell I can open from a Cmd-K trigger via the Popover API, wiring fuzzy search and arrow-nav myself.",`.command` is a clamped popover-styled flex column; input row; scrollable list with custom scrollbar; groups/headings/items/separator/shortcut/empty/footer styling; selected item keyed on [data-selected=true].,Open via Popover API; Keyboard arrow navigation between items; Empty/no-results state; Long list scrolling,DAT-004-T1:happy:PASS; DAT-004-T2:error:FAIL; DAT-004-T3:accessibility:FAIL; DAT-004-T4:happy:PASS; DAT-004-T5:boundary:PASS,PASS (remediated),0,Medium,Rules: Active item keyed on data-selected=true | Intended for use with popover attribute + popovertarget trigger || Deps: base/tokens | Popover API | Consumer JS for fuzzy search + arrow-key nav || Assumes: Consumer adds popover attribute and trigger,2026-06-22
DAT-005,Registry metadata for table/calendar/carousel/command,As a tooling/CLI consumer I want registry.json to describe each component accurately against its declared schema so that automated installs and docs are trustworthy.,registry.json declares shadcn $schema and lists per-component name/file/deps/description/markup/classes; command deps include popover; table classes limited to wrapper/table/compact.,Schema conformance vs cited shadcn schema; Class list completeness vs CSS; Deps accuracy,DAT-005-T1:security:BLOCKED; DAT-005-T2:happy:PASS; DAT-005-T3:boundary:PASS; DAT-005-T4:invalid:PASS,PASS,0,None,Rules: $schema cited is https://ui.shadcn.com/schema.json | classes arrays should reflect actual selectors || Deps: shadcn registry schema (cited but not locally validated) || Assumes: Consumers may validate against the cited schema,2026-06-22
FBK-001,"Toast notification (Popover-based, CSS auto-dismiss)",As a developer I want a CSS-styled toast so that I can show transient notifications that auto-dismiss without writing JS.,`.toast` renders a card with in/out animations; the out animation is delayed by --toast-duration (5s) and runs forwards to hide. [data-persistent=true] disables auto-dismiss. Variants color svg/title and border.,"data-persistent toast never dismisses; prefers-reduced-motion disables animation, leaving toast visible; top-position uses translateY animations",FBK-001-T1:happy:PASS; FBK-001-T2:error:FAIL; FBK-001-T3:boundary:PASS; FBK-001-T4:accessibility:FAIL; FBK-001-T5:accessibility:PASS; FBK-001-T6:invalid:FAIL,PASS (remediated),0,High,"Rules: Out animation only hides opacity/transform, element still occupies layout | Auto-dismiss depends on element being rendered on mount || Deps: base/tokens | Popover API | CSS animations || Assumes: Registry markup uses popover attribute + onclick hidePopover",2026-06-22
FBK-002,Sonner rich toast (title/description/action/loading),As a developer I want a richer toast with action button and loading spinner so that I can mirror shadcn Sonner.,`.sonner` card with in/out animations delayed by --sonner-duration (4s) forwards; out animation collapses height/padding/margin/border for stack reflow. .sonner-loading > svg spins. Position variants reposition region.,loading variant relies on shadcss-spin keyframe defined elsewhere; out animation collapses box for smooth stack; data-persistent disables dismiss,FBK-002-T1:happy:PASS; FBK-002-T2:error:FAIL; FBK-002-T3:error:FAIL; FBK-002-T4:boundary:PASS; FBK-002-T5:responsive:PASS; FBK-002-T6:accessibility:FAIL; FBK-002-T7:invalid:FAIL,PASS (remediated),0,Medium,Rules: shadcss-spin must exist in another component file | region width clamps to viewport || Deps: base/tokens | .btn (sonner-action) | shadcss-spin keyframe (external) | Popover API || Assumes: Showcase applies popover to .sonner directly,2026-06-22
FBK-003,Empty state placeholder,"As a developer I want a centered empty-state block so that I can show friendly placeholders with icon, title, description, and CTAs.",`.empty` centers content column with gap/padding; .empty-icon is a 3rem rounded accent circle; description clamps to 32rem; error/success/warning variants recolor icon.,no icon: layout still centers; long description wraps within 32rem; actions row optional,FBK-003-T1:happy:PASS; FBK-003-T2:boundary:PASS; FBK-003-T3:happy:PASS; FBK-003-T4:accessibility:WAIVED; FBK-003-T5:responsive:PASS,PASS,0,None,"Rules: variants only restyle .empty-icon | pure presentational, no JS || Deps: base/tokens | .btn for actions || Assumes: registry markup matches classes",2026-06-22
FBK-004,Scroll area custom scrollbar,As a developer I want a thin custom scrollbar so that scrollable regions match the design system.,"`.scroll-area` sets overflow:auto + Firefox scrollbar-width:thin/color, and WebKit pseudo-element scrollbar styling. Size variants -sm/-lg adjust WebKit width. -hidden removes scrollbar. data-persistent recolors track.","Firefox ignores ::-webkit pseudo; uses scrollbar-color only; -sm/-lg only affect WebKit, not Firefox thickness; -ms-overflow-style targets legacy Edge/IE",FBK-004-T1:happy:PASS; FBK-004-T2:boundary:FAIL; FBK-004-T3:happy:PASS; FBK-004-T4:accessibility:PASS; FBK-004-T5:error:WAIVED,PASS (remediated),0,Low,"Rules: scrollbar-width:thin not adjustable per-variant in Firefox | persistent only changes color || Deps: base/tokens (--border,--input,--muted) || Assumes: used on sidebar",2026-06-22
MSC-001,Kbd keyboard shortcut indicator,As a docs author I want to show keyboard shortcuts so that users can see key combinations rendered as physical key caps.,"Both kbd element and .kbd class render as inline-flex centered cap with min-width 1.5rem, height 1.25rem, mono font, muted bg, border with 2px bottom border for a key look.",Multi-char content like esc exceeding min-width relies on white-space:nowrap; Used inside .prose where typography.css redefines kbd,MSC-001-T1:happy:PASS; MSC-001-T2:boundary:PASS; MSC-001-T3:accessibility:PASS; MSC-001-T4:error:FAIL,PASS (remediated),0,Low,"Rules: Requires tokens --font-mono, --text-xs, --foreground, --muted, --border, --radius-sm, --shadow-xs || Deps: base/tokens || Assumes: --shadow-xs token defined",2026-06-22
MSC-002,Container max-width wrapper,As a page author I want a centered max-width wrapper so that content does not stretch full-bleed on large screens.,".container is full-width, auto inline margins, inline padding --space-4 (->--space-6 at >=640px), max-width 80rem; size modifiers set 40/56/72/80rem and full=100%.",Modifier order: .container-sm after .container both in same layer; container-full=100% removes cap,MSC-002-T1:happy:PASS; MSC-002-T2:responsive:PASS; MSC-002-T3:boundary:PASS; MSC-002-T4:invalid:PASS; MSC-002-T5:error:FAIL,PASS (remediated),0,Medium,"Rules: Requires --space-4, --space-6 tokens || Deps: base/tokens || Assumes: Registry lists container",2026-06-22
MSC-003,Resizable panel group (visual + a11y shell),As a developer I want a panel group with divider affordance so that I can attach ~10 lines of JS for actual drag-resize.,"Grid layout switches axis via data-direction; panels get card bg/border and rounded outer corners; handles show grip ::after, axis-specific cursor, hover/active ring color, and focus-visible outline. Pure CSS cannot drag — explicitly acknowledged.",Vertical direction panels keep horizontal-only border-radius; Equal sizing via 1fr auto-columns; Handle relies on JS to set data-active,MSC-003-T1:happy:PASS; MSC-003-T2:accessibility:FAIL; MSC-003-T3:boundary:FAIL; MSC-003-T4:performance:PASS; MSC-003-T5:error:WAIVED; MSC-003-T6:invalid:FAIL,PASS (remediated),0,High,"Rules: Requires data-direction attribute; tokens --card,--border,--ring,--muted-foreground,--radius-* || Deps: base/tokens | JS for drag | data-direction attribute || Assumes: handle has explicit width 4px",2026-06-22
MSC-004,Prose typography styles,As a content author I want drop-in prose styling so that long-form HTML looks polished without per-element classes.,".prose sets base color/size/line-height and 70ch measure; descendant selectors style h1-h4, p, a, lists, blockquote, code/pre, hr, img, table, kbd, plus .lead and mark helpers; vertical rhythm via > * + *.",Adjacent-sibling margin plus per-element margins can double-stack; mark uses --warning token at 0.3 alpha; Demo uses prose-demo override max-width 65ch,MSC-004-T1:happy:PASS; MSC-004-T2:boundary:PASS; MSC-004-T3:accessibility:PASS; MSC-004-T4:error:PASS; MSC-004-T5:responsive:PASS; MSC-004-T6:invalid:PASS,PASS,0,None,"Rules: Requires text/space/radius/color tokens and --font-mono, --warning || Deps: base/tokens | --warning token || Assumes: --text-lg/2xl/3xl/xl defined",2026-06-22
MSC-005,Registry schema conformance & JS claims (cross-cutting),As an AI agent I want registry.json to be machine-readable and schema-valid so that I can generate correct markup.,registry.json declares shadcn $schema but uses a custom shape not matching shadcn registry item schema; describes these four components.,$schema URL implies shadcn validation that the document fails; Footer claims 0 lines of JS while resizable requires JS,MSC-005-T1:error:FAIL; MSC-005-T2:error:FAIL; MSC-005-T3:boundary:BLOCKED,PASS (remediated),0,Medium,Rules: Items should match cited $schema || Deps: shadcn schema || Assumes: Consumers may validate against the cited schema,2026-06-22
BAS-001,Design Token System (12 groups),As a developer I want a complete set of HSL-based design tokens so that I can build and theme components consistently.,:root defines 12 token groups as custom properties plus breakpoints. Tokens are unlayered (no @layer) so they apply at all cascade levels.,Token referenced by a component but absent from a theme block; calc()-derived radii when --radius is overridden; HSL triplet consumed without hsl() wrapper,BAS-001-T1:happy:PASS; BAS-001-T2:boundary:PASS; BAS-001-T3:invalid:PASS; BAS-001-T4:error:FAIL,PASS (remediated),0,Low,Rules: Every token used must be defined in :root | Color tokens are space-separated HSL triplets | Derived tokens must reference --radius via calc() || Deps: theme.css and component files consume these || Assumes: Consumers wrap color tokens in hsl(var(--x)),2026-06-22
BAS-002,Light/Dark Theming,As a user I want the UI to follow my OS theme or an explicit toggle so that I get a consistent light or dark appearance.,Light is the :root default with color-scheme:light. Explicit dark via [data-theme=dark]. Auto dark via @media(prefers-color-scheme:dark) on :root:not([data-theme=light]).,OS dark + data-theme=light (force light); OS dark + no data-theme (auto dark); OS light + data-theme=dark (force dark); Token present in explicit dark but absent in auto-dark block,BAS-002-T1:happy:PASS; BAS-002-T2:boundary:PASS; BAS-002-T3:error:FAIL; BAS-002-T4:accessibility:PASS; BAS-002-T5:accessibility:PASS,PASS (remediated),0,Medium,Rules: data-theme=light must override OS dark | Explicit and auto dark blocks must define the same token set | color-scheme must flip with theme || Deps: body bg/color in theme.css consume --background/--foreground || Assumes: A toggle sets data-theme on a root element,2026-06-22
BAS-003,Cascade @layer Ordering,As a developer I want a predictable layer order so component styles win over reset/theme without !important.,"Three named layers: reset, theme, components. No explicit @layer priming statement exists; order is established by first appearance. shadcss.css imports reset->tokens->theme->components and dist concatenates in the same order.",A bundler reorders @imports; A consumer imports a component file before reset; Unlayered token rules vs layered rules,BAS-003-T1:happy:PASS; BAS-003-T2:error:FAIL; BAS-003-T3:boundary:PASS; BAS-003-T4:invalid:FAIL,PASS (remediated),0,Medium,Rules: First-appearance order must be reset < theme < components | Tokens (unlayered) must override layered defaults | An explicit @layer priming statement would harden order || Deps: @import order in shadcss.css; concatenation order in dist build || Assumes: Browser supports @layer,2026-06-22
BAS-004,Modern CSS Reset,As a developer I want a normalized baseline so components render consistently across browsers without margin/box-sizing surprises.,"Reset layer sets border-box, zeroes margin/padding, normalizes html, body, headings text-wrap, list role opt-out, media block display, form control inheritance, button cursor, anchor inherit, dialog/popover :where() normalization at zero specificity.",Author wants list bullets back; Native dialog default centering overridden; button without explicit type inside form,BAS-004-T1:happy:PASS; BAS-004-T2:accessibility:PASS; BAS-004-T3:boundary:PASS; BAS-004-T4:error:PASS,PASS,0,None,Rules: Reset must live in lowest layer | List-style only removed when role=list | Form controls inherit font/color || Deps: @layer reset must be first-appearance || Assumes: Target browsers support text-wrap:balance/pretty and :popover-open,2026-06-22
BAS-005,Reduced-Motion Handling,As a motion-sensitive user I want animations suppressed when I request reduced motion so the UI does not trigger discomfort.,"A global @media(prefers-reduced-motion: reduce) block forces animation/transition-duration to 0.01ms, iteration-count 1, scroll-behavior auto, all with !important, placed OUTSIDE @layer reset so its !important wins globally.",Component sets animation via !important; Infinite spinner animation; User toggles OS setting at runtime,BAS-005-T1:accessibility:PASS; BAS-005-T2:boundary:PASS; BAS-005-T3:error:PASS,PASS,0,None,"Rules: Motion overrides must be unbeatable by component CSS | Must cap iteration-count to stop infinite loops | Should not break essential transitions (uses 0.01ms not 0) || Deps: None — self-contained media query || Assumes: Components rely on transition/animation, not JS-driven motion",2026-06-22
BAS-006,@import Entry Point,As a developer I want one entrypoint that pulls base + components in correct order so I can opt out of components by deleting imports.,"shadcss.css is purely @import statements: base reset/tokens/theme first, then 52 component imports. No CSS rules precede the imports. dist/shadcss.css is the pre-concatenated bundle.",Removing a component import to drop it; Bundler that does not resolve relative @import; Missing target file,BAS-006-T1:happy:PASS; BAS-006-T2:error:BLOCKED; BAS-006-T3:boundary:PASS; BAS-006-T4:performance:PASS,PASS,0,None,"Rules: All @import must precede any style rule | Each import path must resolve to an existing file | Order: reset, tokens, theme, then components || Deps: All referenced base + component files must exist || Assumes: A build step produces dist from these imports",2026-06-22
BLD-001,Lightning CSS bundle + minify pipeline,As a maintainer I want npm run build to bundle src/shadcss.css and emit expanded + minified dist files so consumers get a ready-to-use stylesheet.,"build() ensures dist/, bundles src entry via lightningcss bundle() with browser targets, writes dist/shadcss.css, minifies via transform(), writes dist/shadcss.min.css, prints sizes. bundle reads from disk by filename.","src entry missing -> readFile rejects, caught and exit 1; watch mode debounces 100ms; @import resolution handled by bundle()",BLD-001-T1:happy:PASS; BLD-001-T2:invalid:FAIL; BLD-001-T3:error:PASS; BLD-001-T4:performance:PASS; BLD-001-T5:boundary:PASS,PASS (remediated),0,Low,"Rules: dist/shadcss.css and dist/shadcss.min.css must be written | targets pin chrome111/firefox113/safari16/edge111 || Deps: lightningcss ^1.29.0 | node:fs, node:zlib, node:url || Assumes: src/shadcss.css exists | lightningcss native binary present",2026-06-22
BLD-002,npm scripts & workspace orchestration,As a contributor I want root scripts to build/dev/publish the shadcss package and run the www showcase across the monorepo.,"Root build/dev delegate to packages/shadcss; www delegates to apps/www; release builds then npm publish --workspace=packages/shadcss. Workspaces=apps/*,packages/*.",release runs npm publish but packageManager is pnpm; www dev uses npx serve; www build is a no-op echo,BLD-002-T1:happy:PASS; BLD-002-T2:invalid:FAIL; BLD-002-T3:error:WAIVED; BLD-002-T4:security:FAIL,PASS (remediated),0,Medium,Rules: build must target packages/shadcss | release must build before publish || Deps: npm workspaces; apps/www and packages/shadcss || Assumes: Contributors use npm despite packageManager=pnpm,2026-06-22
BLD-003,Workspace config & lockfile consistency,As a developer I want one declared package manager and matching lockfile so installs are reproducible.,Root declares npm workspaces AND ships pnpm-workspace.yaml with identical globs; packageManager=pnpm@9.0.0; but committed lockfile is package-lock.json (npm).,Two competing workspace declarations; Lockfile (npm) disagrees with declared pnpm,BLD-003-T1:invalid:FAIL; BLD-003-T2:invalid:FAIL; BLD-003-T3:boundary:PASS,PASS (remediated),0,Medium,Rules: Single source of truth for package manager | Lockfile matches packageManager || Deps: Corepack / package manager resolution || Assumes: CI honors packageManager via corepack,2026-06-22
